"Code Reference"," English"," Arabic"
"PopupClan_ClanContent_CreateClan "," انشء قبيلة"," Create Clan"
"Campaign_View_Leaderboard "," عرض المتصدرين"," View Leaderboard"
"Popup_ChangeName_NewName "," اسم جديد"," New Name"
"Popup_ChangeName_ConfirmName "," أكد الاسم"," Confirm Name"
"Popup_ChangeName_Title "," أدخل الاسم الجديد"," Enter your new name"
"Popup_ChangeName_BtnChangeName "," تغيير الاسم"," Change Name"
"NotEnough_Title_ChangeName "," هل تود أن تشتري تغيير الاسم؟"," Buy Name Change?"
"NotEnough_Label_ChangeName "," هل متأكد أنك تريد شراء اسم جديد؟ ",""
"تم تغيير الاسم ~changedNumber~ مرات حتى الآن..."," Are you sure you want to buy a new username?",""
"","",""
"Name was changed: ~changedNumber~ times so far...","",""
"PopupLinkDevice_MainScene_Btn_ChangeName "," تغيير الاسم"," Change Name"
"PopupLinkDevice_MainScene_InfoChangeName "," إستخدم اللؤلؤ لشراء اسم جديد"," Use pearl to purchase a new Village name"
"FlyText_ActiveShield "," تم تفعيل درع الخصم لمدة 8 ساعات"," Opponent's armor activated for 8 hours"
"Btn_Share "," أنشر"," Share"
"Setting_TabSettings "," الإعدادات"," Settings"
"Setting_TabMore "," المزيد"," More"
"Setting_TabNews "," أخبار"," News"
"Settings_SignIn_Text1 "," أمن على قريتك!"," Keep Your Village Safe!"
"Settings_SignIn_Text2 "," سجل حسابك لكي تؤمن على قريتك.",""
"هذا سيسمح لك أن تلعب على أجهزة متعددة."," Register an account and log in to safeguard your progress.",""
"This will also allow you to play on multiple devices.","",""
"Settings_BtnSignIn "," تسجيل الدخول"," Sign In"
"Setting_TabMore_Go "," إذهب!"," Go!"
"Setting_TabMore_Facebook "," إحصل على آخر الأخبار! إنضم إلينا على الفيسبوك!"," Get the lastest news! Join us on Facebook!"
"Setting_TabMore_Twitter "," تابعونا على تويتر!"," Follow us on Twitter!"
"Setting_TabMore_Youtube "," انضم إلى قناة فزعة على اليوتوب!"," Check out the Tribal Rivals Youtube channel!"
"Setting_TabMore_Instagram "," تابع حساب فزعة على الإنستجرام!"," Check out Tribal Rivals on Instagram!"
"Setting_TabMore_Twitch "," تابعنا على قناة فزعة في تويتش!"," Tune in for Tribal Rivals live stream on Twitch!"
"Setting_TabMore_Forum "," إنضم إلى منتدى فزعة!"," Join the Tribal Rivals community!"
"PopupMyLeague_LootBonus "," مكافأة المحصول:"," Loot Bonus:"
"PopupMyLeague_NextLeague "," الدوري القادم:"," Next League:"
"Settings_BtnWatch "," إذهب!"," Go!"
"FlyText_InvalidConfirmName "," الأسماء لا تتطابق!"," Names do not match!"
"Settings_BtnHelpShift "," الدعم"," Support"
"BtnRearmAll "," اعادة تسليح الجميع"," Rearm All"
"BtnRearm "," اعادة تسليح"," Rearm"
"BtnAllRearmed "," جميع الفخاخ مسلحة"," All traps armed"
"FlyText_StartRecording "," بدأ تسجيل المعركة"," Battle Recording Has Started"
"Achievements_leagueallstar_FinishLabel "," المستوى الحالي للدوري:"," Current League level:"
"Achivements_leagueallstar_Name "," بطل الدوري"," League All-Star"
"Achivements_leagueallstar_Description_1 "," إنضم إلى دوري الجمل"," Join the Camel League"
"Achivements_leagueallstar_Description_2 "," إنضم إلى دوري الحصان"," Join the Horse League"
"Achivements_leagueallstar_Description_3 "," إنضم إلى دوري الصقر"," Join the Falcon League"
"PopupViewProfile_ArmyText "," الجيش"," Army"
"PopupMyLeague_LeagueInfo_PassedText "," تجاوزتها"," Passed"
"FightScreen_Result_Bonus "," علاوة"," Bonus"
"Achivements_cannonbreaker_Name "," مدمر المدافع"," Cannon Breaker"
"Achivements_cannonbreaker_Description_1 "," دمر مدفع في معركة جماعية"," Destroy ~quantity~ Cannon in Multiplayer battles"
"Achivements_cannonbreaker_Description_2 "," دمر ~quantity~ مدفع في المعارك الجماعية"," Destroy ~quantity~ Cannon in Multiplayer battles"
"Achivements_cannonbreaker_Description_3 "," دمر ~quantity~ مدفع في المعارك الجماعية"," Destroy ~quantity~ Cannon in Multiplayer battles"
"TextUpdateNow "," Update Now"," Update Now"
